Stock,Epoch,Lookback,Delay,N_Top,Validation Loss,MSE,MAE,RMSE,MAPE
SBUX,45,25,-2,2,0.05601881071925163,0.056018807,0.211032,0.23668292,7859300500000.0
SBUX,46,25,-2,2,0.06188502535223961,0.061885033,0.21501571,0.24876702,1.2696605
SBUX,47,23,-2,2,0.05873832106590271,0.05873833,0.21536365,0.24235992,1.5679029
SBUX,48,26,-2,2,0.05712469294667244,0.057124693,0.20917374,0.23900773,1.478143
SBUX,49,29,-2,2,0.06467389315366745,0.06467391,0.22115551,0.25431067,1.763742
SBUX,50,29,-3,2,0.055755168199539185,0.055755172,0.20610696,0.23612534,1.4310495
TXN,1,30,-5,3,0.04408249631524086,0.044082496,0.16691816,0.20995831,1.0905458
TXN,2,35,-5,3,0.052245449274778366,0.052245453,0.18776578,0.22857264,3.276961
TXN,3,27,-5,3,0.05191214382648468,0.05191214,0.18988636,0.22784236,1.3865649
TXN,4,24,-5,2,0.05048230662941933,0.050482303,0.18379241,0.22468267,1.2132142
TXN,5,32,-4,3,0.04525267705321312,0.045252677,0.17305739,0.21272677,1.0040594
TXN,6,24,-4,2,0.048598513007164,0.04859852,0.1836209,0.22045071,1.5785359
TXN,7,28,-4,2,0.04494936019182205,0.04494936,0.17252831,0.21201265,1.0304005
TXN,8,31,-5,2,0.04778590053319931,0.0477859,0.18435326,0.21859987,3.4001586
TXN,9,25,-4,2,0.05241365730762482,0.052413665,0.18990758,0.22894031,1.6758944
TXN,10,29,-5,2,0.0441923663020134,0.044192366,0.16566543,0.2102198,1.2770418
TXN,11,31,-4,2,0.0579526387155056,0.05795264,0.19820158,0.24073355,3.3606298
TXN,12,31,-4,3,0.045399896800518036,0.045399897,0.17097844,0.21307251,1.1284013
TXN,13,28,-4,3,0.044855426996946335,0.044855427,0.17241022,0.211791,3.0223439
TXN,14,31,-5,3,0.05109473690390587,0.051094737,0.18334119,0.22604145,1.5738757
TXN,15,27,-5,3,0.0473056361079216,0.047305636,0.17901053,0.21749859,0.9807413
TXN,16,25,-5,3,0.051145002245903015,0.051145002,0.18056874,0.22615261,1.2578782
TXN,17,27,-4,2,0.047804754227399826,0.04780475,0.18060026,0.21864298,1.29941
TXN,18,28,-4,3,0.06224958971142769,0.06224959,0.20269004,0.24949868,1.7906345
TXN,19,32,-5,2,0.05699489638209343,0.056994904,0.19526055,0.23873605,1.4850167
TXN,20,22,-5,2,0.04097503796219826,0.04097504,0.17017813,0.20242293,1.0143781
TXN,21,22,-4,2,0.048256997019052505,0.048257,0.17759933,0.21967477,11792522000000.0
TXN,22,24,-4,2,0.047119248658418655,0.047119256,0.17584373,0.2170697,11296035000000.0
TXN,23,22,-5,2,0.04742804914712906,0.04742805,0.17911518,0.21777982,1.0454555
TXN,24,23,-4,2,0.05133575573563576,0.051335752,0.1849413,0.22657394,1.0713184
TXN,25,24,-5,2,0.050462860614061356,0.05046286,0.18022399,0.2246394,3.1401203
TXN,26,21,-4,2,0.05447923392057419,0.054479234,0.19474879,0.23340787,1.6665043
TXN,27,26,-5,2,0.0483180433511734,0.04831804,0.18062569,0.21981364,1.4402695
TXN,28,20,-4,2,0.05108557641506195,0.051085573,0.18545127,0.22602117,1.5248982
TXN,29,21,-5,2,0.06127993389964104,0.061279926,0.21116085,0.24754782,1.5803508
TXN,30,20,-5,2,0.05328734219074249,0.053287335,0.18847238,0.23084049,1.1452783
TXN,31,21,-4,2,0.04886779934167862,0.048867803,0.1793742,0.22106063,1.6756383
TXN,32,20,-4,2,0.04924004524946213,0.049240045,0.17942373,0.22190098,1.301859
TXN,33,20,-4,2,0.045557308942079544,0.04555731,0.1771824,0.21344158,0.88417196
TXN,34,20,-4,2,0.049955423921346664,0.049955424,0.18931694,0.2235071,1.2615091
TXN,35,23,-5,2,0.0458921417593956,0.04589214,0.17492965,0.21422452,1.7798558
TXN,36,20,-5,2,0.052484605461359024,0.0524846,0.18538722,0.22909518,3.0121274
TXN,37,21,-4,2,0.048105571419000626,0.04810557,0.18141057,0.21932982,1.1904813
TXN,38,20,-4,2,0.04907117784023285,0.049071174,0.18267305,0.22152014,1.2777011
TXN,39,22,-4,2,0.050655778497457504,0.05065578,0.18452545,0.22506839,1.506559
TXN,40,20,-4,2,0.0536876879632473,0.053687684,0.19066724,0.23170602,1.4542933
TXN,41,22,-5,2,0.058904629200696945,0.058904637,0.20131251,0.24270277,1.2223908
TXN,42,28,-4,2,0.04537304863333702,0.045373045,0.16880655,0.21300949,1.1210649
TXN,43,20,-5,2,0.04573783650994301,0.045737837,0.17349312,0.21386406,1.5677553
TXN,44,20,-4,2,0.05149644985795021,0.05149645,0.18749033,0.2269283,1.4529676
TXN,45,27,-5,2,0.051838021725416183,0.051838014,0.18440415,0.22767963,0.9655874
TXN,46,24,-4,2,0.04556723311543465,0.045567237,0.17031796,0.21346484,1.2633915
TXN,47,20,-4,2,0.05488768219947815,0.054887682,0.1915926,0.2342812,1.389107
TXN,48,23,-5,2,0.04714372009038925,0.047143724,0.17299883,0.21712606,1.3076404
TXN,49,22,-4,2,0.04844551533460617,0.04844552,0.18469907,0.22010343,1.5110496
TXN,50,20,-5,2,0.04098194092512131,0.04098194,0.16118298,0.20243996,0.7569075
NTES,1,35,-3,3,0.050505172461271286,0.050505172,0.17055993,0.22473356,3.299293
NTES,2,36,-3,2,0.041802775114774704,0.041802775,0.1571982,0.20445727,1.741341
NTES,3,37,-2,2,0.044363610446453094,0.04436361,0.15884262,0.2106267,3.39179
NTES,4,35,-3,2,0.0443849116563797,0.04438491,0.1625464,0.21067727,2.1668475
NTES,5,34,-2,2,0.04913809522986412,0.049138095,0.1653963,0.22167115,1.7715595
NTES,6,35,-2,2,0.04592309147119522,0.04592309,0.16300468,0.21429674,10763292000000.0
NTES,7,37,-2,2,0.044102516025304794,0.044102512,0.15841246,0.21000598,1.5548484
NTES,8,35,-2,2,0.04216471686959267,0.042164717,0.15332104,0.20534049,1.1522117
NTES,9,37,-3,2,0.04013073071837425,0.040130734,0.15077174,0.20032658,10067702000000.0
NTES,10,34,-2,2,0.05088188126683235,0.050881874,0.17178552,0.22557011,2.4454393
NTES,11,37,-3,2,0.04141921177506447,0.04141921,0.15142599,0.20351711,11673882000000.0
NTES,12,38,-3,2,0.038348954170942307,0.038348954,0.14546879,0.19582888,1.0053778
NTES,13,36,-2,2,0.046870213001966476,0.046870206,0.16406918,0.21649528,2.034749
NTES,14,36,-2,2,0.04045414552092552,0.040454146,0.14873917,0.20113216,3.2186995
NTES,15,36,-3,2,0.04525603726506233,0.04525604,0.15866156,0.21273467,2.4800615
NTES,16,40,-2,2,0.03651367127895355,0.03651367,0.14591661,0.1910855,0.8116247
NTES,17,40,-1,2,0.037875909358263016,0.037875906,0.14702328,0.19461733,1.6888343
NTES,18,34,-1,2,0.044684380292892456,0.044684377,0.15847094,0.2113868,2.226396
NTES,19,40,-2,2,0.039549823850393295,0.039549828,0.14777654,0.19887139,3.1151626
NTES,20,40,-2,2,0.04325747489929199,0.04325747,0.15560657,0.2079843,1.6505814
NTES,21,40,-1,2,0.04487597569823265,0.044875972,0.15415217,0.2118395,1.402964
NTES,22,40,-2,2,0.035401470959186554,0.035401467,0.14150584,0.18815278,10505963000000.0
NTES,23,40,-2,2,0.038292814046144485,0.038292814,0.14504896,0.19568549,1.2024853
NTES,24,34,-2,2,0.05294312909245491,0.05294313,0.17293002,0.23009373,1.7893281
NTES,25,40,-2,2,0.04762858524918556,0.047628585,0.16628319,0.21823974,0.8924612
NTES,26,32,-1,2,0.045209724456071854,0.045209724,0.15727778,0.21262579,1.756795
NTES,27,38,-2,2,0.049350518733263016,0.049350515,0.17256416,0.22214976,1.8531958
NTES,28,39,-1,2,0.052300676703453064,0.05230067,0.1723684,0.2286934,2.6744938
NTES,29,39,-1,2,0.05558741092681885,0.05558741,0.18456765,0.23576982,1.7267227
NTES,30,40,-2,2,0.038515716791152954,0.038515717,0.14586355,0.19625421,3.0039916
NTES,31,40,-1,2,0.04329885169863701,0.04329885,0.15482464,0.20808376,2.0262024
NTES,32,40,-2,2,0.03604891523718834,0.036048915,0.14425708,0.18986551,1.0014572
NTES,33,39,-1,2,0.041096609085798264,0.041096617,0.1489001,0.20272301,1.0479277
NTES,34,36,-2,2,0.037135135382413864,0.037135135,0.14516585,0.19270478,0.7536074
NTES,35,40,-2,2,0.03937242925167084,0.039372426,0.14979815,0.19842486,1.1125175
NTES,36,40,-1,2,0.05966315418481827,0.05966316,0.18358944,0.24426045,5.2059317
NTES,37,39,-2,2,0.043818846344947815,0.043818846,0.15353455,0.20932952,2.4500926
NTES,38,40,-2,2,0.053146615624427795,0.053146616,0.17614594,0.23053549,1.5633929
NTES,39,40,-2,2,0.045835573226213455,0.045835573,0.16112298,0.21409243,1.3110081
NTES,40,35,-1,2,0.04381391778588295,0.043813914,0.16237444,0.20931773,2.9151175
NTES,41,36,-2,2,0.03859984129667282,0.038599838,0.14042492,0.19646841,3.253577
NTES,42,38,-2,2,0.04839922487735748,0.04839922,0.16111483,0.21999823,1.0513281
NTES,43,40,-1,2,0.05101092532277107,0.05101093,0.17826447,0.22585599,2.0941503
NTES,44,32,-2,2,0.051152303814888,0.0511523,0.1737675,0.22616874,6.3804817
NTES,45,36,-1,2,0.054563120007514954,0.05456312,0.16916868,0.2335875,1.6307039
NTES,46,37,-1,2,0.04241451248526573,0.04241451,0.15442804,0.20594783,0.86285037
NTES,47,40,-2,2,0.05030044540762901,0.05030044,0.17299485,0.2242776,5.0923786
NTES,48,40,-2,2,0.04469384625554085,0.044693843,0.15653938,0.21140918,1.510886
NTES,49,38,-2,2,0.04579301178455353,0.04579301,0.16706735,0.21399301,3.682913
NTES,50,37,-1,2,0.04589385539293289,0.04589385,0.16185972,0.2142285,2.110537
MRVL,1,33,-1,2,0.04490194097161293,0.044901945,0.15718761,0.21190079,1.094102
MRVL,2,30,-1,2,0.04728234186768532,0.047282334,0.16077478,0.21744502,2.4633946
MRVL,3,32,-1,2,0.05389370024204254,0.0538937,0.16931738,0.23215017,9274583000000.0
MRVL,4,29,-1,2,0.04750485345721245,0.047504857,0.16828422,0.2179561,1.438094
MRVL,5,30,-1,2,0.048663459718227386,0.04866346,0.17330056,0.22059795,10196044000000.0
MRVL,6,38,-1,2,0.048238880932331085,0.04823888,0.16698985,0.21963352,2.7826912
MRVL,7,31,-1,2,0.04395343363285065,0.043953434,0.15696023,0.20965074,1.4099101
MRVL,8,28,-1,2,0.05036430433392525,0.050364304,0.16463104,0.22441992,1.4593067
MRVL,9,31,-1,2,0.04656274616718292,0.046562742,0.16388324,0.21578401,8433798500000.0
MRVL,10,27,-1,2,0.052042294293642044,0.05204229,0.17261489,0.22812779,1.9491767
MRVL,11,29,-1,2,0.051934864372015,0.051934864,0.17735834,0.22789222,8987482000000.0
MRVL,12,35,-1,2,0.04815845936536789,0.048158456,0.16367759,0.21945035,1.819559
MRVL,13,32,-1,2,0.04603734612464905,0.046037346,0.1583622,0.21456315,9636239000000.0
MRVL,14,26,-1,2,0.04865694046020508,0.04865694,0.1625307,0.22058319,1.7128438
MRVL,15,34,-1,2,0.05439727380871773,0.05439728,0.17739856,0.23323224,2.0324507
MRVL,16,32,-1,2,0.049566276371479034,0.049566276,0.16985813,0.22263485,9674154000000.0
MRVL,17,29,-1,2,0.03791479766368866,0.037914794,0.14850806,0.19471721,1.4795504
MRVL,18,28,-1,2,0.051096927374601364,0.051096927,0.1745127,0.2260463,1.2382948
MRVL,19,29,-1,2,0.04169829189777374,0.041698296,0.15366851,0.20420161,1.7961107
MRVL,20,27,-1,2,0.05337207019329071,0.05337207,0.17632753,0.23102397,1.6184592
MRVL,21,32,-1,2,0.04800952598452568,0.04800953,0.16456088,0.21911077,1.9574702
MRVL,22,27,-1,2,0.04843101277947426,0.048431013,0.16622032,0.22007047,1.3595382
MRVL,23,29,-1,2,0.043487031012773514,0.043487035,0.16030699,0.20853545,1.283227
MRVL,24,31,-1,2,0.051718294620513916,0.0517183,0.17179601,0.22741657,1.2655267
MRVL,25,30,-1,2,0.045425936579704285,0.04542594,0.16000077,0.21313362,1.38427
MRVL,26,31,-1,2,0.048006586730480194,0.04800658,0.16468534,0.21910404,1.4568447
MRVL,27,31,-1,2,0.0514160692691803,0.051416077,0.1754046,0.22675113,1.586232
MRVL,28,32,-1,2,0.03743121027946472,0.03743121,0.1444789,0.19347148,1.4147073
MRVL,29,36,-1,2,0.031954437494277954,0.031954437,0.13484553,0.17875804,1.4049525
MRVL,30,36,-1,2,0.04785992577672005,0.047859922,0.16298051,0.2187691,1.3164048
MRVL,31,38,-1,2,0.05183762311935425,0.051837623,0.17107725,0.22767878,1.7839122
MRVL,32,38,-1,2,0.04299977049231529,0.04299977,0.1545519,0.20736386,9678254000000.0
MRVL,33,34,-1,2,0.05335155129432678,0.05335155,0.17352399,0.23097955,1.0951447
MRVL,34,34,-1,2,0.05351554602384567,0.053515553,0.17458856,0.23133428,1.2213273
MRVL,35,34,-1,2,0.0379241481423378,0.037924144,0.15184818,0.19474122,1.6611526
MRVL,36,40,-1,2,0.035826727747917175,0.035826728,0.14621636,0.1892795,1.55527
MRVL,37,39,-1,2,0.04122057929635048,0.041220576,0.15531273,0.20302851,1.7854985
MRVL,38,34,-1,2,0.03423592820763588,0.03423593,0.134775,0.18502954,1.9664544
MRVL,39,40,-1,2,0.05501392111182213,0.05501392,0.17025712,0.23455046,1.5460865
MRVL,40,38,-1,2,0.042698271572589874,0.042698268,0.15575361,0.2066356,1.2223781
MRVL,41,32,-1,2,0.054079484194517136,0.054079484,0.17116429,0.23254997,1.1522595
MRVL,42,38,-1,2,0.041624534875154495,0.041624535,0.15561992,0.20402092,1.970695
MRVL,43,30,-1,2,0.038205187767744064,0.038205188,0.14794213,0.19546147,1.3455724
MRVL,44,35,-1,2,0.03767700493335724,0.037677005,0.1509331,0.19410565,1.2968191
MRVL,45,35,-1,2,0.042320430278778076,0.042320427,0.15884182,0.20571929,1.7570578
MRVL,46,33,-1,2,0.038543157279491425,0.038543157,0.14510188,0.19632411,1.0384506
MRVL,47,31,-1,2,0.043425869196653366,0.04342587,0.15285072,0.20838875,10031223000000.0
MRVL,48,40,-1,2,0.04126118868589401,0.041261185,0.15060167,0.20312849,1.6745874
MRVL,49,37,-1,2,0.054899848997592926,0.05489985,0.17489925,0.23430717,1.9944199
MRVL,50,35,-1,2,0.04955069348216057,0.049550693,0.1718109,0.22259985,9756085000000.0
KLAC,1,29,-4,3,0.04996909201145172,0.049969096,0.17410368,0.22353768,1.9123526
KLAC,2,31,-4,3,0.052150703966617584,0.0521507,0.1859585,0.22836527,2.0157192
KLAC,3,27,-4,3,0.04165530949831009,0.04165531,0.16713786,0.20409632,7421553500000.0
KLAC,4,29,-4,3,0.05385780334472656,0.053857796,0.18139066,0.23207283,2.7996812
KLAC,5,25,-3,2,0.040260687470436096,0.04026069,0.16032527,0.20065066,2.5778947
KLAC,6,25,-3,2,0.0438104048371315,0.043810405,0.16404088,0.20930935,2.076636
KLAC,7,22,-3,2,0.046199895441532135,0.046199895,0.16564254,0.2149416,2.2798526
KLAC,8,24,-3,2,0.058440160006284714,0.058440164,0.1923486,0.24174401,2.2077208
KLAC,9,27,-3,2,0.04658083617687225,0.04658083,0.17287338,0.21582592,2.6942747
KLAC,10,21,-3,2,0.04423842951655388,0.044238433,0.17056242,0.21032934,2.2171261
KLAC,11,26,-2,2,0.05291445925831795,0.052914456,0.18836176,0.23003142,2.334643
KLAC,12,26,-3,2,0.048042960464954376,0.048042964,0.17111608,0.21918705,1.393398
KLAC,13,26,-3,2,0.05492490530014038,0.054924905,0.18369913,0.23436064,1.2552838
KLAC,14,22,-2,2,0.047148559242486954,0.04714856,0.18074706,0.21713719,2.0204506
KLAC,15,28,-3,2,0.05017423629760742,0.050174236,0.17556009,0.22399606,7475071000000.0
KLAC,16,21,-2,2,0.04597305878996849,0.04597306,0.16718608,0.21441329,2.2257857
KLAC,17,26,-3,2,0.05626269802451134,0.056262705,0.18766521,0.23719761,2.4491174
KLAC,18,22,-3,2,0.051196321845054626,0.05119632,0.16562979,0.22626604,7193639000000.0
KLAC,19,21,-2,2,0.05787913128733635,0.057879128,0.19293611,0.24058081,7705963000000.0
KLAC,20,20,-2,2,0.056720223277807236,0.056720223,0.176827,0.23816007,7114047600000.0
KLAC,21,25,-3,2,0.05028877779841423,0.050288774,0.17688307,0.22425158,2.233607
KLAC,22,27,-2,2,0.05271901190280914,0.05271901,0.18732737,0.2296062,4.6558776
KLAC,23,24,-3,2,0.05414477735757828,0.054144777,0.19043663,0.2326903,3.4278944
KLAC,24,26,-2,2,0.05232444778084755,0.052324448,0.1783995,0.22874537,2.0799189
KLAC,25,25,-3,2,0.049331184476614,0.049331184,0.17297834,0.22210625,1.8573867
KLAC,26,23,-2,2,0.03957818076014519,0.039578184,0.15667193,0.19894266,1.7367088
KLAC,27,24,-1,2,0.05593310296535492,0.05593311,0.18485586,0.23650181,3.6529024
KLAC,28,25,-2,2,0.051550377160310745,0.05155038,0.1795756,0.22704709,2.0674775
KLAC,29,24,-2,2,0.04862954840064049,0.048629552,0.17001611,0.22052109,2.285522
KLAC,30,28,-1,2,0.04277470335364342,0.042774703,0.17099029,0.20682046,2.9282906
KLAC,31,21,-1,2,0.06458350270986557,0.064583495,0.19648412,0.25413284,2.6658037
KLAC,32,22,-2,2,0.046661511063575745,0.046661515,0.17531472,0.21601276,3.3291862
KLAC,33,20,-1,2,0.0430578850209713,0.043057885,0.16344531,0.20750394,1.7965508
KLAC,34,20,-1,2,0.050346989184617996,0.05034699,0.16594908,0.22438134,2.3578153
KLAC,35,22,-2,2,0.04839135333895683,0.048391353,0.1683511,0.21998034,2.1104445
KLAC,36,26,-1,2,0.04211108759045601,0.042111088,0.15657021,0.20520987,1.92346
KLAC,37,20,-1,2,0.05988454818725586,0.05988455,0.1930952,0.2447132,1.9959546
KLAC,38,20,-2,2,0.0506526455283165,0.050652646,0.17811845,0.22506143,2.4446218
KLAC,39,25,-2,2,0.05755475163459778,0.057554748,0.1883344,0.2399057,2.0538485
KLAC,40,20,-2,2,0.040894802659749985,0.040894803,0.16604243,0.20222463,3.1319704
KLAC,41,20,-2,2,0.0445747971534729,0.044574793,0.17590709,0.21112743,2.784192
KLAC,42,22,-1,2,0.046999603509902954,0.046999604,0.17517579,0.21679392,1.9435059
KLAC,43,23,-2,2,0.045293178409338,0.045293182,0.17159908,0.21282195,2.9281554
KLAC,44,20,-1,2,0.048398006707429886,0.048398007,0.17402045,0.21999547,1.8101436
KLAC,45,21,-2,2,0.06171370670199394,0.061713703,0.19698097,0.24842243,2.0985942
KLAC,46,20,-1,2,0.05425234138965607,0.05425234,0.18226793,0.23292132,2.7236452
KLAC,47,24,-2,2,0.0453009307384491,0.04530093,0.16733882,0.21284015,1.3372114
KLAC,48,26,-2,2,0.04449855536222458,0.04449855,0.16608824,0.2109468,2.6687248
KLAC,49,23,-2,2,0.05214013159275055,0.05214013,0.17569998,0.22834213,2.4315214
KLAC,50,25,-1,2,0.0460762158036232,0.04607622,0.1695213,0.21465372,3.1035082
AAPL,1,31,-4,2,0.04929598048329353,0.049295977,0.16385388,0.22202697,7123618000000.0
AAPL,2,32,-3,2,0.05051279067993164,0.05051279,0.1606372,0.2247505,2.6305845
AAPL,3,35,-4,2,0.046397559344768524,0.04639756,0.1573814,0.21540093,2.456497
AAPL,4,35,-4,2,0.060955073684453964,0.060955077,0.180611,0.24689083,2.2953935
AAPL,5,25,-4,2,0.04166816174983978,0.04166816,0.14918476,0.2041278,2.577159
AAPL,6,24,-3,2,0.05549667775630951,0.05549668,0.16977851,0.23557733,2.9149225
AAPL,7,23,-4,2,0.04861987382173538,0.048619878,0.15788427,0.22049916,2.3461404
AAPL,8,25,-4,2,0.06580811738967896,0.065808125,0.1866298,0.25653094,6227480300000.0
AAPL,9,26,-4,2,0.050464779138565063,0.05046477,0.15839024,0.22464365,2.8525467
AAPL,10,27,-4,2,0.03917328268289566,0.03917328,0.14695282,0.19792241,2.5532796
AAPL,11,25,-3,2,0.044811975210905075,0.04481198,0.15418325,0.2116884,2.8991506
AAPL,12,26,-3,2,0.06669847667217255,0.066698484,0.1896004,0.2582605,6913713000000.0
AAPL,13,23,-4,2,0.060287028551101685,0.060287036,0.17482415,0.24553418,2.7977545
AAPL,14,28,-3,2,0.05882618576288223,0.05882619,0.17255545,0.2425411,2.3645298
AAPL,15,34,-3,2,0.05878174304962158,0.058781743,0.18343052,0.24244946,3.5513947
AAPL,16,25,-4,2,0.06177692115306854,0.06177692,0.18147095,0.24854964,6988463300000.0
AAPL,17,26,-3,2,0.05917326733469963,0.059173267,0.17632926,0.24325556,6.704533
AAPL,18,24,-4,2,0.043404508382081985,0.04340451,0.15270612,0.20833749,3.4471693
AAPL,19,25,-3,2,0.03995974734425545,0.03995975,0.14932641,0.19989935,2.7531016
AAPL,20,25,-4,2,0.037968650460243225,0.037968654,0.14018267,0.19485547,3.1948137
AAPL,21,27,-4,2,0.05264219641685486,0.052642193,0.1658828,0.22943887,6448345000000.0
AAPL,22,24,-4,2,0.06251112371683121,0.06251112,0.18231103,0.25002223,6529415600000.0
AAPL,23,23,-3,2,0.06285297125577927,0.06285298,0.18775429,0.25070497,2.9756696
AAPL,24,26,-4,2,0.042236048728227615,0.042236045,0.15273647,0.2055141,2.5820131
AAPL,25,24,-3,2,0.059950727969408035,0.059950724,0.1778858,0.24484837,2.7602332
AAPL,26,24,-4,2,0.0627688616514206,0.06276887,0.17501833,0.25053716,2.3712535
AAPL,27,22,-4,2,0.04874314367771149,0.048743144,0.16105664,0.2207785,2.3098629
AAPL,28,28,-4,2,0.042950838804244995,0.04295084,0.14740625,0.20724584,2.8302672
AAPL,29,20,-3,2,0.052296169102191925,0.05229617,0.16811654,0.22868356,3.4512715
AAPL,30,21,-3,2,0.05791568011045456,0.057915676,0.17591983,0.24065676,2.04866
AAPL,31,21,-4,2,0.05391236022114754,0.053912364,0.16394746,0.23219036,2.3185315
AAPL,32,30,-4,2,0.05169849470257759,0.05169849,0.161956,0.22737302,2.6262555
AAPL,33,24,-3,2,0.053094107657670975,0.053094108,0.16769399,0.23042159,7481067000000.0
AAPL,34,26,-4,2,0.04791894927620888,0.047918946,0.1621306,0.21890396,3.0439913
AAPL,35,24,-4,2,0.056881338357925415,0.056881342,0.17269078,0.23849809,3.131053
AAPL,36,22,-3,2,0.05330105125904083,0.05330104,0.16370016,0.23087019,3.037428
AAPL,37,23,-3,2,0.052744220942258835,0.052744217,0.167698,0.22966109,3.4427469
AAPL,38,31,-3,2,0.05071232467889786,0.050712317,0.1712085,0.22519395,6823131000000.0
AAPL,39,24,-4,2,0.050424203276634216,0.050424203,0.17049357,0.22455335,3.8526347
AAPL,40,24,-3,2,0.0496462844312191,0.049646277,0.1574769,0.22281444,2.622776
AAPL,41,25,-4,2,0.050735585391521454,0.050735585,0.16165397,0.22524561,6380414000000.0
AAPL,42,23,-3,2,0.05135659873485565,0.051356606,0.17075792,0.22661996,3.6494718
AAPL,43,26,-3,2,0.04371728003025055,0.04371728,0.15558259,0.20908678,3.3726423
AAPL,44,28,-3,2,0.04788981005549431,0.047889806,0.16370301,0.2188374,3.042296
AAPL,45,22,-4,2,0.051989611238241196,0.051989608,0.16745347,0.2280123,6.84594
AAPL,46,23,-4,2,0.05030037835240364,0.05030038,0.16673404,0.22427745,3.303257
AAPL,47,25,-4,2,0.0433540865778923,0.043354087,0.1489293,0.20821644,6.888176
