Stock,Epoch,Lookback,Delay,N_Top,Validation Loss,MSE,MAE,RMSE,MAPE
TXN,46,34,-1,2,0.05818610700468222,0.05794569,0.1996505,0.24071911,1.0816476
TXN,47,40,-1,2,0.04734408607085546,0.047422703,0.1774733,0.21776755,9875467000000.0
TXN,48,34,-1,2,0.04691303956011931,0.046998784,0.17947124,0.21679203,1.6984078
TXN,49,40,-1,2,0.051978399977087975,0.05172679,0.18675576,0.22743525,2.611214
TXN,50,40,-1,2,0.04268174928923448,0.042782687,0.17300195,0.20683976,2.8727033
TXN,51,40,-1,2,0.049329882487654686,0.049183015,0.17957136,0.22177243,1.3003165
TXN,52,39,-1,2,0.04731371502081553,0.047211144,0.18146004,0.21728125,1.1765338
TXN,53,28,-1,2,0.04795720304052035,0.04774866,0.17797014,0.21851467,1.6003188
TXN,54,40,-1,2,0.05860517298181852,0.058757346,0.20250793,0.24239914,1.3124177
TXN,55,28,-1,3,0.053160145257910095,0.05285222,0.19118549,0.22989611,10340828000000.0
TXN,56,40,-1,2,0.054265626395742096,0.05450623,0.19676597,0.2334657,1.6906914
TXN,57,37,-1,2,0.04687035518387953,0.047064204,0.18335341,0.21694286,1.3870645
TXN,58,40,-1,2,0.04557136818766594,0.045608174,0.17314945,0.2135607,1.5642385
TXN,59,30,-1,2,0.04886389275391897,0.049049206,0.17952554,0.22147055,1.1482551
TXN,60,40,-1,3,0.05393761955201626,0.05430934,0.18999216,0.23304364,0.95734817
TXN,61,36,-1,2,0.05209760988752047,0.051863275,0.19390334,0.2277351,1.2816948
TXN,62,40,-1,2,0.057242486625909805,0.05707839,0.19641227,0.23891084,1.037563
TXN,63,25,-1,3,0.0523032508790493,0.052639414,0.18812808,0.2294328,1.5687147
TXN,64,40,-1,2,0.05195203982293606,0.051699318,0.18539141,0.22737484,1.1157769
TXN,65,38,-1,2,0.04423373378813267,0.044364706,0.17409335,0.21062931,2.6989532
TXN,66,36,-1,2,0.054187034567197166,0.054293726,0.19538157,0.23301014,1.9340417
TXN,67,40,-1,2,0.04928040566543738,0.049356934,0.18067555,0.2221642,1.3659309
TXN,68,32,-1,2,0.046588421799242496,0.04632451,0.1717243,0.2152313,1.4863193
TXN,69,40,-1,2,0.04987040596703688,0.049890038,0.17923018,0.22336078,1.3378025
TXN,70,40,-1,3,0.05685853399336338,0.05716254,0.19981952,0.23908688,1.4162017
TXN,71,25,-1,2,0.04990206410487493,0.049837243,0.18408224,0.22324257,2.5527956
TXN,72,40,-1,2,0.05431183924277624,0.05413372,0.1907554,0.23266654,1.4808288
TXN,73,40,-1,2,0.04974576892952124,0.04981598,0.18265663,0.22319494,3.310169
TXN,74,40,-1,2,0.05143725002805392,0.05120671,0.18715161,0.226289,1.039631
TXN,75,40,-1,2,0.044423616180817284,0.044588227,0.17645024,0.21115924,1.501494
TXN,76,38,-1,3,0.04642977068821589,0.046528086,0.176868,0.2157037,0.94327396
TXN,77,40,-1,2,0.058524364605546,0.05847604,0.20218724,0.24181819,10063998000000.0
TXN,78,29,-1,2,0.05172563157975674,0.051818606,0.18580095,0.22763701,1.2596895
TXN,79,40,-1,2,0.05140382175644239,0.051213317,0.18889897,0.22630359,0.8957199
TXN,80,33,-1,2,0.046788098911444344,0.046864424,0.17310211,0.21648192,10291040000000.0
TXN,81,35,-1,2,0.05481986763576666,0.05475446,0.19233671,0.2339967,1.2771019
TXN,82,20,-1,3,0.056423921758929886,0.056358073,0.19695207,0.23739855,9948637000000.0
TXN,83,40,-1,2,0.053705296789606415,0.053648934,0.19423765,0.2316224,3.1354136
TXN,84,40,-1,2,0.045823320746421814,0.045758735,0.17872332,0.21391292,2.884867
TXN,85,20,-1,2,0.05256678288181623,0.052702487,0.18924941,0.22957022,10242006000000.0
TXN,86,20,-1,2,0.05295155383646488,0.053396318,0.19424446,0.23107643,1.4373025
TXN,87,40,-1,2,0.04708914024134477,0.04687987,0.17923109,0.2165176,2.8678923
TXN,88,40,-1,2,0.05107314698398113,0.050854947,0.18441384,0.22551042,1.3784103
TXN,89,40,-1,2,0.0506967573116223,0.05050164,0.17913863,0.22472571,1.116988
TXN,90,40,-1,2,0.0519244559109211,0.0518888,0.18584359,0.22779113,1.3564157
TXN,91,40,-1,2,0.057669478158156075,0.057525434,0.19906767,0.2398446,10041626000000.0
TXN,92,40,-1,2,0.05143988070388635,0.05166794,0.18733475,0.22730583,1.1729834
TXN,93,40,-1,2,0.05447943943242232,0.054138053,0.19039337,0.23267585,10126578000000.0
TXN,94,40,-1,2,0.057537813360492386,0.056905594,0.1947062,0.23854893,1.5214804
TXN,95,23,-1,2,0.05660387376944224,0.056728702,0.1962223,0.23817788,1.8452369
TXN,96,40,-1,2,0.04783107154071331,0.047633503,0.1784672,0.218251,1.0495483
TXN,97,40,-1,2,0.05067884176969528,0.050880514,0.18394345,0.22556709,3.0453687
TXN,98,40,-1,2,0.04974385350942612,0.05001685,0.184345,0.22364448,1.2312299
TXN,99,40,-1,2,0.045102965707580246,0.04535888,0.17385235,0.21297625,10214550000000.0
TXN,100,30,-1,2,0.05529741942882538,0.05527755,0.19349363,0.23511177,1.3648256
TXN,101,40,-1,2,0.0495398323982954,0.049425323,0.18232103,0.22231807,1.2166296
TXN,102,40,-1,2,0.04894683758417765,0.04909036,0.181346,0.22156344,1.3962139
TXN,103,40,-1,4,0.04530037008225918,0.04531905,0.17995794,0.21288271,1.1739483
TXN,104,20,-1,2,0.05176564926902453,0.05205424,0.18738887,0.22815399,1.575744
TXN,105,38,-1,2,0.048117599760492645,0.04823323,0.1774126,0.21962065,1.5073044
TXN,106,34,-1,2,0.05803930821518103,0.05790977,0.20671463,0.2406445,2.8821743
TXN,107,40,-1,2,0.057471405093868576,0.0577524,0.19631678,0.24031729,1.2134407
TXN,108,20,-1,3,0.054726409415404,0.055107422,0.19140592,0.2347497,1.6634759
TXN,109,37,-1,3,0.05015470335880915,0.049825236,0.18759255,0.22321567,1.0564033
TXN,110,40,-1,2,0.050912717978159584,0.050981138,0.19092825,0.22579002,0.8566365
TXN,111,27,-1,2,0.047725094482302666,0.047767326,0.1816119,0.21855737,10231692000000.0
TXN,112,40,-1,3,0.04760740821560224,0.04764073,0.17721505,0.21826756,2.5894825
TXN,113,20,-1,2,0.05666534602642059,0.057032265,0.19456112,0.2388143,1.3482885
TXN,114,32,-1,2,0.051709179456035294,0.051978786,0.1845139,0.22798857,1.0350235
TXN,115,20,-2,2,0.05061558882395426,0.05044279,0.18303378,0.22459473,10161043000000.0
TXN,116,40,-1,2,0.05437018039325873,0.054552257,0.18832912,0.23356424,1.239801
TXN,117,29,-1,3,0.050443458991746105,0.050098017,0.1865276,0.22382586,1.0842286
TXN,118,40,-1,2,0.055011329551537834,0.054659855,0.19242993,0.23379447,1.518992
TXN,119,20,-1,3,0.05015475613375505,0.050548878,0.186713,0.22483078,2.847135
TXN,120,34,-1,2,0.053008826449513435,0.053035565,0.19427681,0.23029451,1.5574874
TXN,121,35,-1,2,0.04597644818325838,0.04607286,0.17832358,0.21464589,9872431000000.0
TXN,122,40,-1,2,0.054208120331168175,0.054254625,0.19390394,0.23292622,1.3968555
TXN,123,40,-1,2,0.05160903371870518,0.051759627,0.18900624,0.22750743,3.1054652
TXN,124,40,-1,2,0.050767348458369575,0.0507402,0.18269157,0.22525586,1.2550489
TXN,125,23,-1,2,0.05048742642005285,0.050709907,0.18572466,0.2251886,1.5643772
TXN,126,40,-1,2,0.05093058695395788,0.05100587,0.18894935,0.22584479,1.3076667
TXN,127,40,-1,2,0.055343554044763245,0.055466156,0.19841495,0.23551254,3.0330586
TXN,128,22,-1,3,0.042873961851000786,0.042973995,0.1676059,0.2073017,1.2656802
TXN,129,40,-1,2,0.05524331020812193,0.05521205,0.19399224,0.23497245,2.859449
TXN,130,20,-1,2,0.06348834310968716,0.06301752,0.20264487,0.2510329,1.2804971
TXN,131,40,-1,2,0.043526322270433106,0.04356164,0.17543091,0.20871426,2.6853738
TXN,132,20,-2,2,0.04573233425617218,0.045700803,0.17448632,0.21377747,2.5373156
TXN,133,20,-1,2,0.05225886342426141,0.052178036,0.18525729,0.22842512,1.7321354
TXN,134,40,-1,2,0.051615304624040924,0.051563133,0.18797477,0.22707517,1.3478705
TXN,135,31,-1,2,0.0579232182353735,0.057621367,0.1985196,0.2400445,1.8866438
TXN,136,40,-1,2,0.05654936532179514,0.05664099,0.19642352,0.23799367,1.6604619
TXN,137,40,-1,3,0.05090418582161268,0.05080577,0.18507285,0.22540136,1.0648776
TXN,138,20,-1,2,0.05195040628314018,0.051680524,0.18574382,0.2273335,1.198287
TXN,139,35,-1,2,0.04654527517656485,0.04663341,0.1734219,0.2159477,1.1241205
TXN,140,40,-1,2,0.06012921221554279,0.060299594,0.20685394,0.24555975,1.4731263
TXN,141,20,-1,2,0.05611018277704716,0.0563181,0.1936337,0.23731434,1.7911673
TXN,142,40,-1,2,0.05401532662411531,0.05388878,0.19266705,0.23213957,1.2224982
TXN,143,36,-1,3,0.051784674947460495,0.051407397,0.18583891,0.226732,1.5807388
TXN,144,40,-1,2,0.0505805853754282,0.05100006,0.18331175,0.22583193,1.470747
TXN,145,27,-1,2,0.04540952295064926,0.04549085,0.17073053,0.21328583,1.3120574
TXN,146,26,-1,3,0.04454824514687061,0.044623908,0.17639995,0.21124372,0.9291015
TXN,147,20,-1,2,0.05042522773146629,0.050773434,0.18223377,0.22532961,10281630000000.0
TXN,148,40,-1,2,0.06558915351827939,0.06537598,0.21342452,0.25568727,1.2688324
