Stock,MSE,MAE,RMSE,MAPE
DXCM,0.4527199268341064,0.664388120174408,0.672844648361206,0.7846499681472778
ASML,0.264883279800415,0.5075008273124695,0.5146681070327759,0.6533336639404297
CMCSA,0.1490716934204101,0.375833123922348,0.3860980272293091,0.4976189732551574
QCOM,0.0992802754044532,0.2343703508377075,0.3150877356529236,0.3015837967395782
CDNS,0.2836954295635223,0.5271185636520386,0.5326306819915771,0.6707015633583069
WBA,0.035179279744625,0.175928846001625,0.1875614076852798,10188116459520.0
ROST,0.0192926209419965,0.1291590183973312,0.1388978809118271,0.2079215794801712
CSX,0.0856219157576561,0.2217440903186798,0.292612224817276,0.2614799439907074
BKNG,0.0209286771714687,0.1137865185737609,0.1446674764156341,0.166588693857193
CME,0.0130813159048557,0.1038261801004409,0.114373579621315,0.1640612185001373
POOL,0.2589382827281952,0.5009593963623047,0.5088598132133484,0.6061140894889832
JD,0.2955895364284515,0.5290747284889221,0.5436814427375793,0.6718974709510803
ADP,0.0297595150768756,0.1302667260169983,0.1725094616413116,0.1586688160896301
MCHP,0.0757370889186859,0.2386125326156616,0.2752037346363067,0.3136855065822601
MNST,0.2094687819480896,0.4466361403465271,0.4576776027679443,0.5579296946525574
INTC,0.0201751980930566,0.0927960127592086,0.14203941822052,0.1461990177631378
SBUX,0.0926994085311889,0.2098527699708938,0.3044657707214355,0.2750231623649597
MAR,0.0240303818136453,0.1325398236513137,0.1550173610448837,0.2722210586071014
GOOGL,0.1207423210144043,0.3338672220706939,0.3474799692630768,0.4091686308383941
KDP,0.3031941950321197,0.501560389995575,0.5506307482719421,0.5764156579971313
TXN,0.1239702701568603,0.3416265845298767,0.3520941138267517,0.4098801612854004
BIDU,0.012909042648971,0.0987513959407806,0.1136179715394973,0.4473597705364227
XLNX,0.1786277145147323,0.3968367576599121,0.4226437211036682,0.5670883059501648
AMGN,0.1800606250762939,0.4162711203098297,0.4243355095386505,0.4835219085216522
MDLZ,0.2211364656686782,0.4444583654403686,0.4702515006065368,0.4970566630363464
ISRG,0.1766003519296646,0.3924192190170288,0.4202384352684021,0.4641122817993164
NFLX,0.3216986358165741,0.5328325033187866,0.5671848058700562,0.601654589176178
EBAY,0.2543501257896423,0.4979066550731659,0.5043313503265381,0.5928816795349121
MRVL,0.1711726039648056,0.4012548625469208,0.41373011469841,0.4888823330402374
NTES,0.2563692331314087,0.5040905475616455,0.5063291788101196,0.5885891914367676
GILD,0.0324551351368427,0.153719887137413,0.1801530867815017,1.2934361696243286
TSLA,0.3247472941875458,0.5416405200958252,0.5698660612106323,0.9099776148796082
SNY,0.114151045680046,0.3317996561527252,0.3378624618053436,0.3864302635192871
AVGO,0.1612256169319152,0.3780527114868164,0.4015291035175323,0.485777199268341
PAYX,0.0860837921500206,0.265660285949707,0.2934004068374634,0.3654277324676513
PEP,0.1387959271669387,0.361556202173233,0.3725532591342926,0.4340337216854095
ADSK,0.2249742597341537,0.4717502295970917,0.4743145108222961,0.5981720089912415
AMAT,0.1023276001214981,0.2863511741161346,0.3198868632316589,0.3868280053138733
TEAM,0.1596327722072601,0.3834984302520752,0.3995406925678253,0.4918378591537475
LRCX,0.2155829221010208,0.439522922039032,0.4643090665340423,0.6063197255134583
WDAY,0.3429415225982666,0.576792299747467,0.5856121182441711,0.7397406697273254
NXPI,0.0527039840817451,0.1812145411968231,0.2295734882354736,0.2333627641201019
KLAC,0.2692370414733886,0.5026385188102722,0.5188805460929871,0.662514328956604
FISV,0.0874570533633232,0.280714213848114,0.2957313954830169,0.3678881525993347
VRTX,0.2412007302045822,0.4283414185047149,0.4911219179630279,0.518323540687561
MELI,0.2993701100349426,0.5298746824264526,0.547147274017334,0.7467413544654846
AMZN,0.2705234289169311,0.5134198069572449,0.5201186537742615,0.5810360908508301
