Stock,MSE,MAE,RMSE,MAPE
DXCM,0.05057132616639137,0.2110583782196045,0.22488069534301758,0.25176793336868286
ASML,0.05011116713285446,0.2029518485069275,0.22385524213314056,0.2478908747434616
CMCSA,0.02250070683658123,0.1111145094037056,0.1500023603439331,0.13656294345855713
QCOM,0.16066570580005646,0.3878960907459259,0.40083128213882446,0.5011405348777771
CDNS,0.013621697202324867,0.0987817570567131,0.11671202629804611,0.11756853014230728
WBA,0.034873586148023605,0.17995649576187134,0.18674470484256744,11315362922496.0
ROST,0.012943971902132034,0.09206032007932663,0.11377158015966415,0.1305764615535736
CSX,0.017623839899897575,0.12141202390193939,0.13275481760501862,0.13851097226142883
BKNG,0.027821999043226242,0.13458111882209778,0.16679927706718445,0.1703149378299713
CME,0.007584580220282078,0.07121790200471878,0.08708949387073517,0.11250939965248108
POOL,0.018151063472032547,0.1236320361495018,0.134725883603096,0.14217662811279297
JD,0.061510119587183,0.23916761577129364,0.24801233410835266,0.2829034924507141
ADP,0.0065577272325754166,0.07023653388023376,0.08097979426383972,0.10067969560623169
MCHP,0.03973033279180527,0.18804529309272766,0.19932469725608826,0.2551748752593994
MNST,0.06334568560123444,0.2429884374141693,0.2516856789588928,0.29147598147392273
INTC,0.007797902449965477,0.07283388823270798,0.08830573409795761,0.13631844520568848
SBUX,0.011336272582411766,0.08656588196754456,0.10647193342447281,0.10857631266117096
MAR,0.018178453668951988,0.10636629909276962,0.13482749462127686,0.17308412492275238
GOOGL,0.08713014423847198,0.28053519129753113,0.2951781451702118,0.33106517791748047
KDP,0.008707117289304733,0.07804282754659653,0.09331193566322327,0.08845031261444092
TXN,0.04519105702638626,0.19353516399860382,0.21258188784122467,0.21796086430549622
BIDU,0.003535572439432144,0.03615342080593109,0.059460680931806564,0.1101832240819931
XLNX,0.019454894587397575,0.11047383397817612,0.1394807994365692,0.13790784776210785
AMGN,0.008002350106835365,0.06741993129253387,0.08945585787296295,0.0845542699098587
MDLZ,0.013653126545250416,0.10165228694677353,0.11684659123420715,0.10933107137680054
