Stock,MSE,MAE,RMSE,MAPE
DXCM,0.03275751322507858,0.15992099046707153,0.18099036812782288,0.18055103719234467
ASML,0.037298209965229034,0.17720797657966614,0.19312743842601776,0.22202858328819275
CMCSA,0.009851226583123207,0.07924608141183853,0.099253349006176,0.10788661986589432
QCOM,0.017509061843156815,0.11068272590637207,0.1323218047618866,0.14584453403949738
CDNS,0.030929701402783394,0.15643610060214996,0.175868421792984,0.19325055181980133
WBA,0.012602990493178368,0.10550834238529205,0.1122630387544632,6085394563072.0
ROST,0.009500715881586075,0.083610899746418,0.09747161716222763,0.13587921857833862
CSX,0.010038720443844795,0.08428835868835449,0.10019341856241226,0.09753648936748505
BKNG,0.00798468105494976,0.06906624883413315,0.08935704082250595,0.0997319221496582
CME,0.002693196525797248,0.040671207010746,0.05189601704478264,0.0641678050160408
POOL,0.02329619787633419,0.13679063320159912,0.15263092517852783,0.16173429787158966
JD,0.020686008036136627,0.12725305557250977,0.14382630586624146,0.1548364758491516
ADP,0.008457643911242485,0.07206102460622787,0.091965451836586,0.0924849659204483
MCHP,0.028052419424057007,0.1533312201499939,0.16748856008052826,0.2112487107515335
MNST,0.040586814284324646,0.18082094192504883,0.20146168768405914,0.22561930119991302
INTC,0.008989195339381695,0.07764636725187302,0.09481136500835419,0.1346292793750763
SBUX,0.0045806244015693665,0.052688151597976685,0.06768030673265457,0.07299483567476273
MAR,0.01079578883945942,0.08551759272813797,0.10390278697013855,0.17588695883750916
GOOGL,0.07065477222204208,0.2513582706451416,0.26580965518951416,0.30537670850753784
KDP,0.009229479357600212,0.08274718374013901,0.09607017785310745,0.09296923875808716
TXN,0.02408432774245739,0.1387433260679245,0.15519125759601593,0.16347503662109375
BIDU,0.004785143304616213,0.04006539657711983,0.06917472928762436,0.13325947523117065
XLNX,0.018054788932204247,0.10798346251249313,0.13436810672283173,0.1444573700428009
AMGN,0.005404727067798376,0.061192288994789124,0.073516845703125,0.07129445672035217
MDLZ,0.005711108911782503,0.0619184672832489,0.07557187974452972,0.07029817253351212
ISRG,0.05754128098487854,0.22083550691604614,0.2398776412010193,0.2573903501033783
NFLX,0.029392408207058907,0.1651689112186432,0.17144213616847992,0.18500374257564545
EBAY,0.012450985610485077,0.09488121420145035,0.11158398538827896,0.1103861927986145
MRVL,0.02798081748187542,0.1435057520866394,0.16727468371391296,0.16795814037322998
NTES,0.042755287140607834,0.1975913792848587,0.2067735195159912,0.22980506718158722
GILD,0.002962079830467701,0.045262157917022705,0.05442499369382858,0.3887336552143097
TSLA,0.05999692901968956,0.21401306986808777,0.24494270980358124,0.34012362360954285
SNY,0.011038885451853275,0.09351962059736252,0.10506609827280045,0.1083875373005867
AVGO,0.004921764601022005,0.05810368433594704,0.07015529274940491,0.07275701314210892
PAYX,0.012668920680880547,0.06748917698860168,0.11255630105733871,0.08090101927518845
PEP,0.00418092031031847,0.05051198974251747,0.06466003507375717,0.05909188464283943
ADSK,0.019010020419955254,0.1004253402352333,0.13787682354450226,0.12009190768003464
AMAT,0.010003574192523956,0.07706420123577118,0.10001786798238754,0.1054271012544632
TEAM,0.003271173918619752,0.045049868524074554,0.05719417706131935,0.05861347168684006
LRCX,0.0305753406137228,0.151395782828331,0.17485806345939636,0.20177654922008514
WDAY,0.03083091787993908,0.15874351561069489,0.17558735609054565,0.19724975526332855
NXPI,0.005686173681169748,0.06194797158241272,0.07540672272443771,0.08465193212032318
KLAC,0.05477219074964523,0.2120535522699356,0.23403459787368774,0.2699345350265503
FISV,0.004719382151961327,0.05800152197480202,0.06869775801897049,0.08055531978607178
VRTX,0.010427936911582947,0.07524146139621735,0.10211727023124695,0.10716206580400467
MELI,0.009364930912852287,0.07597928494215012,0.09677257388830185,0.10000903159379959
AMZN,0.07134407758712769,0.26361456513404846,0.2671031355857849,0.2982304096221924
SNPS,0.026835322380065918,0.1549251824617386,0.16381490230560303,0.1895630955696106
ODFL,0.039343949407339096,0.1940266191959381,0.1983530968427658,0.2148672491312027
EXC,0.004383622203022242,0.047511715441942215,0.06620892882347107,0.07359199970960617
CSCO,0.00651183445006609,0.06724266707897186,0.08069593459367752,0.11189255118370056
REGN,0.006837957538664341,0.06962960958480835,0.08269194513559341,0.09616468846797943
SIVB,0.011748568154871464,0.08581722527742386,0.10839081555604935,0.1280292421579361
CTAS,0.03720198571681976,0.16449792683124542,0.19287815690040588,0.1838236004114151
MU,0.00822093803435564,0.06695906817913055,0.09066938608884811,0.08905400335788727
VOD,0.004958498291671276,0.05869285762310028,0.07041660696268082,0.23742765188217163
ORLY,0.01850546896457672,0.12842829525470734,0.1360348016023636,0.14020679891109467
CTSH,0.010380350053310394,0.08660581707954407,0.10188400000333786,0.1244983822107315
ILMN,0.005431502591818571,0.05413436144590378,0.0736987292766571,0.07225906848907471
ADI,0.008027005940675735,0.06127500161528587,0.0895935595035553,0.07753544300794601
ATVI,0.02019638568162918,0.1072242334485054,0.14211398363113403,0.13188083469867706
TROW,0.0071455626748502254,0.07260078936815262,0.08453142642974854,0.08544706553220749
PYPL,0.03522014990448952,0.1769467443227768,0.18767032027244568,0.22165443003177643
GOOG,0.050217606127262115,0.20984075963497162,0.22409285604953766,0.25447869300842285
JBHT,0.0037523587234318256,0.05126427486538887,0.06125649809837341,0.05977075919508934
AAPL,0.11681504547595978,0.3283398747444153,0.3417821526527405,0.40028759837150574
TMUS,0.015253416262567043,0.0998489186167717,0.12350472062826157,0.12515483796596527
KHC,0.0028930301778018475,0.046067014336586,0.05378689616918564,0.20560163259506226
ERIC,0.02600215934216976,0.13113264739513397,0.16125185787677765,0.15155720710754395
NVDA,0.04067337140440941,0.1958245038986206,0.2016763985157013,0.22781124711036682
BIIB,0.010931930504739285,0.06555285304784775,0.1045558750629425,0.23963911831378937
INTU,0.039225347340106964,0.18544961512088776,0.19805389642715454,0.22123996913433075
